kind,flags_raw,flags,epoch,id,config_id,sample_rate_hz,sequence,detector_mode,length_semantics,start_confirmed,end_confirmed,start_sample,end_sample_exclusive,length_samples,length_us,peak_codes,rms_codes,raw_energy
burst,4096,DIGITAL_ZERO,6,0,7,100000000,0,digital-zero,数字零背景波形长度,True,True,2048,26624,24576,245.76,7000.674026489258,6999.993957519531,1204221922898
