kind,flags_raw,flags,epoch,id,config_id,sample_rate_hz,sequence,detector_mode,length_semantics,start_confirmed,end_confirmed,start_sample,end_sample_exclusive,length_samples,length_us,peak_codes,rms_codes,raw_energy
burst,4096,DIGITAL_ZERO,10,0,11,100000000,0,digital-zero,数字零背景波形长度,True,True,1024,27136,26112,261.12,15306.926040649414,4386.465347290039,502423036256
